,uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst
7532,905bfe70-da30-0133-abc8-0a81e8b09a82,20,Female,no,14_25,LT,city,low,no,,I understand it fully,I would vote for it, gain additional skills,"It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
7533,04cb2cb0-da73-0133-f252-0a81e8b09a82,32,Female,yes,26_39,LT,urban,high,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance
7534,c33a4a70-d8d5-0133-6657-0a81e8b09a82,21,Male,no,14_25,LT,urban,low,no,,I have heard just a little about it,I would probably vote against it, stop working,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | It is against the principle of linking merit and reward
7535,49071d10-d8d7-0133-1c50-0a81e8b09a82,16,Male,no,14_25,LT,urban,no education,no,,I have heard just a little about it,I would probably vote against it, gain additional skills,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance | It is against the principle of linking merit and reward
7536,4a77a960-dd87-0133-bb5f-0a81e8b09a82,45,Male,yes,40_65,LT,city,medium,yes,a4d5b8b38f9513825d0d94a981ebe962,I know something about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
7537,f9ee17e0-da01-0133-f73a-0a81e8b09a82,36,Male,yes,26_39,LT,urban,high,yes,1295a187473fd2f53427769fc7a4c02e,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It creates more equality of opportunity",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state
7538,6278f270-da42-0133-5f49-0a81e8b09a82,28,Male,no,26_39,LT,city,medium,yes,90c5430dbc810aec8695af2f1f4c42e8,I understand it fully,I would vote for it, work less,It reduces anxiety about financing basic needs,None of the above
7539,a70c4d80-d8ec-0133-aeb1-0a81e8b09a82,24,Male,no,14_25,LT,urban,no education,yes,ced804d972b03cca6d523ec8925a7943,I have never heard of it,I would not vote,None of the above,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward
7540,0bef5bb0-d8dd-0133-5ac9-0a81e8b09a82,25,Male,no,14_25,LT,rural,medium,no,,I know something about it,I would vote against it, work less,It reduces anxiety about financing basic needs,It is impossible to finance
7541,fce82200-da42-0133-633a-0a81e8b09a82,39,Male,yes,26_39,LT,non-rural,high,yes,a33662485eb4ad97096183db945308f4,I understand it fully,I would probably vote for it, spend more time with my family,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It is against the principle of linking merit and reward
7542,1fee5b80-da33-0133-a8ef-0a81e8b09a82,22,Female,no,14_25,LT,urban,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state
7543,a98bdfc0-db26-0133-be50-0a81e8b09a82,53,Male,no,40_65,LT,rural,no education,no,,I understand it fully,I would vote for it, work less,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It is impossible to finance | It is against the principle of linking merit and reward
7544,ebaa09d0-da12-0133-94dc-0a81e8b09a82,22,Female,no,14_25,LT,city,high,no,,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
7545,51325b90-d8c9-0133-a1f1-0a81e8b09a82,40,Male,yes,40_65,LT,urban,low,yes,73d251075a710326ae436d9819246377,I have heard just a little about it,I would vote against it, stop working,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
7546,04c021f0-dbf8-0133-74c3-0a81e8b09a82,43,Male,no,40_65,LT,urban,high,no,,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above
7547,02148010-de31-0133-3a28-0a81e8b09a82,40,Male,yes,40_65,LT,city,low,yes,90c5430dbc810aec8695af2f1f4c42e8,I understand it fully,I would probably vote for it, work as a freelancer,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,It might encourage people to stop working
7548,3edf0710-dcce-0133-0168-0a81e8b09a82,40,Male,yes,40_65,LT,non-rural,high,yes,77d124811ae6887bd4ff42b0e2b49116,I understand it fully,I would probably vote for it, spend more time with my family,It creates more equality of opportunity,It is impossible to finance
7549,d18aeb40-da39-0133-ee5f-0a81e8b09a82,41,Male,yes,40_65,LT,urban,medium,yes,781f5d3a80812531fdc81125a527a626,I know something about it,I would probably vote for it, work as a freelancer,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
7550,b045dce0-dae4-0133-384b-0a81e8b09a82,49,Male,no,40_65,LT,non-rural,medium,yes,a33662485eb4ad97096183db945308f4,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state
7551,821c4000-de3f-0133-709c-0a81e8b09a82,50,Male,no,40_65,LT,non-rural,medium,yes,07b7555fa790debaf5b04d1409ad5f11,I know something about it,I would vote against it, do more volunteering work,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit
7552,af2cee10-dd52-0133-9501-0a81e8b09a82,40,Female,yes,40_65,LT,city,medium,yes,897ef18a9321616495831a4b4b0c1bb2,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above
7553,8e5dd290-d9f6-0133-01b9-0a81e8b09a82,46,Male,yes,40_65,LT,non-rural,high,yes,569da68cdcac43a3b4a0126ea9170570,I understand it fully,I would probably vote for it, spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit
7554,b1465c20-db2a-0133-ce2e-0a81e8b09a82,42,Male,yes,40_65,LT,countryside,no education,no,,I know something about it,I would probably vote for it, gain additional skills,It creates more equality of opportunity,Only the people who need it most should get something from the state
7555,3868f770-da23-0133-eca5-0a81e8b09a82,22,Female,no,14_25,LT,urban,low,yes,897ef18a9321616495831a4b4b0c1bb2,I understand it fully,I would vote for it, look for a different job,It reduces anxiety about financing basic needs,It is impossible to finance
7556,e6a235d0-d99a-0133-ac03-0a81e8b09a82,37,Male,yes,26_39,LT,non-rural,low,yes,679fb7003e0aedc14891fcd15dd846c5,I know something about it,I would probably vote for it, spend more time with my family,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
7557,02f94730-d8f9-0133-b5fa-0a81e8b09a82,23,Female,no,14_25,LT,urban,medium,no,,I have heard just a little about it,I would probably vote for it, work less,It creates more equality of opportunity,Only the people who need it most should get something from the state
7558,51fecd50-da3f-0133-fda3-0a81e8b09a82,35,Female,yes,26_39,LT,city,high,yes,cc2b26cc436bea36bda3bdd7367c411a,I understand it fully,I would probably vote for it, spend more time with my family,"It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It creates more equality of opportunity",It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state
7559,016d1fb0-d9a3-0133-aed7-0a81e8b09a82,37,Female,yes,26_39,LT,urban,high,no,,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working
7560,6bf49130-da44-0133-6969-0a81e8b09a82,29,Male,no,26_39,LT,country,medium,no,,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above
7561,1a967f30-d8cf-0133-692f-0a81e8b09a82,16,Male,no,14_25,LT,rural,no education,no,,I have heard just a little about it,I would vote for it, do more volunteering work,It reduces anxiety about financing basic needs,It might encourage people to stop working
7562,47836f40-da0b-0133-2602-0a81e8b09a82,47,Female,no,40_65,LT,country,high,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
7563,cf5ed530-dbf9-0133-0008-0a81e8b09a82,40,Male,yes,40_65,LT,urban,high,yes,f2ecf36d7eb0a4225974fc6c4f48cfcb,I know something about it,I would probably vote against it, spend more time with my family,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
7564,b797f890-dc73-0133-88e9-0a81e8b09a82,40,Male,yes,40_65,LT,urban,medium,yes,d9e964a222fdd9527319ad88adbfaa2e,I understand it fully,I would vote for it, spend more time with my family,It reduces anxiety about financing basic needs,It increases dependence on the state
7565,fee255c0-da38-0133-542f-0a81e8b09a82,57,Female,yes,40_65,LT,city,high,no,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity",It is impossible to finance | Only the people who need it most should get something from the state
7566,f88127c0-d8c5-0133-c188-0a81e8b09a82,19,Male,no,14_25,LT,urban,low,no,,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance | It might encourage people to stop working
7567,fffcd3a0-d975-0133-b045-0a81e8b09a82,38,Male,no,26_39,LT,urban,high,no,,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working
7568,d6b22ca0-dc54-0133-1651-0a81e8b09a82,43,Male,yes,40_65,LT,urban,high,yes,41b2978a2c07c5f477e60f26372d6c85,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state
7569,0934e5c0-da56-0133-8df3-0a81e8b09a82,38,Female,yes,26_39,LT,urban,high,yes,6408c0d7c7faa4ced47fbc8474698126,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
7570,55872200-d8ed-0133-3a5a-0a81e8b09a82,30,Male,yes,26_39,LT,urban,high,yes,73d251075a710326ae436d9819246377,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
7571,8b56b9e0-dd8a-0133-cff2-0a81e8b09a82,52,Male,yes,40_65,LT,urban,low,yes,25fe195cbf915c0824fa6c44e6d0008c,I know something about it,I would vote against it, gain additional skills,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state
7572,0f696070-db4c-0133-8c73-0a81e8b09a82,51,Female,yes,40_65,LT,non-rural,no education,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance
7573,f27dfe20-d8e7-0133-c07d-0a81e8b09a82,26,Female,no,26_39,LU,non-rural,low,yes,07b7555fa790debaf5b04d1409ad5f11,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
7574,83672530-d9a1-0133-f953-0a81e8b09a82,55,Male,yes,40_65,LU,rural,low,yes,1a281bf4bd1fe9b2a6e464e508bea167,I know something about it,I would probably vote for it, spend more time with my family,None of the above,None of the above
7575,04ec2960-d908-0133-d08f-0a81e8b09a82,23,Male,no,14_25,LU,urban,high,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",None of the above
7576,9fa29f80-da19-0133-aa4b-0a81e8b09a82,39,Male,yes,26_39,LU,city,high,yes,d71c4164c99a5f9bca773e755a72f40f,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
7577,8d89a8f0-d994-0133-a4cc-0a81e8b09a82,32,Male,no,26_39,LU,rural,low,yes,6408c0d7c7faa4ced47fbc8474698126,I have never heard of it,I would not vote,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state
7578,b60f0140-dc11-0133-61b1-0a81e8b09a82,43,Female,no,40_65,LU,city,high,yes,cc2b26cc436bea36bda3bdd7367c411a,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit
7579,2b803e40-df0d-0133-0369-0a81e8b09a82,35,Female,yes,26_39,LU,country,medium,yes,897ef18a9321616495831a4b4b0c1bb2,I have never heard of it,I would not vote, spend more time with my family,None of the above,It is impossible to finance
7580,140f0b70-d965-0133-4748-0a81e8b09a82,21,Female,no,14_25,LU,non-rural,no education,yes,76385cb24e831b3364279b9de5641d8f,I have heard just a little about it,I would probably vote for it,None of the above,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state
7581,3beda6a0-d9b6-0133-9674-0a81e8b09a82,32,Male,yes,26_39,LU,non-rural,medium,yes,76385cb24e831b3364279b9de5641d8f,I know something about it,I would probably vote against it, gain additional skills,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility",Only the people who need it most should get something from the state | It is impossible to finance
7582,ab110b90-db00-0133-4e81-0a81e8b09a82,44,Male,yes,40_65,LU,countryside,medium,yes,04b0eaf624b2deb45ccd62cf6ec7c7bc,I know something about it,I would vote for it,None of the above,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state
7583,8cddf6f0-df36-0133-926b-0a81e8b09a82,15,Male,no,14_25,LU,rural,low,no,,I know something about it,I would vote for it, spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It increases dependence on the state | It is against the principle of linking merit and reward | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit
7584,da897f20-da4b-0133-5131-0a81e8b09a82,39,Male,yes,26_39,LV,city,medium,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It might encourage people to stop working
7585,2534d830-d97c-0133-0747-0a81e8b09a82,25,Female,no,14_25,LV,non-rural,medium,yes,477b53ef09d37f098d5ed74f47fcbaec,I know something about it,I would vote for it, spend more time with my family,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,It might encourage people to stop working
7586,c9b59780-d8d4-0133-6394-0a81e8b09a82,18,Male,no,14_25,LV,non-rural,low,no,,I have heard just a little about it,I would vote for it, spend more time with my family,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
7587,d376a7f0-da2e-0133-a3ad-0a81e8b09a82,36,Female,yes,26_39,LV,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working
7588,0b5c8240-da1f-0133-f9f1-0a81e8b09a82,25,Male,yes,14_25,LV,urban,medium,yes,ccd7528fb38f16077360c5b67c9700c4,I understand it fully,I would probably vote for it, work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
7589,d1caf600-dd0e-0133-5c66-0a81e8b09a82,41,Male,yes,40_65,LV,country,low,no,,I understand it fully,I would probably vote for it, stop working,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward
7590,77d1fe40-d8ca-0133-5b74-0a81e8b09a82,32,Female,yes,26_39,LV,urban,medium,no,,I know something about it,I would vote for it, spend more time with my family,It creates more equality of opportunity,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward
7591,33660b20-d9ff-0133-f1d2-0a81e8b09a82,52,Male,no,40_65,LV,urban,medium,yes,eb3d789747d52df803ce63fe37bf53e9,I understand it fully,I would vote for it, do more volunteering work,It reduces anxiety about financing basic needs,It is impossible to finance
7592,37be0390-dbbe-0133-76ee-0a81e8b09a82,51,Male,yes,40_65,LV,non-rural,medium,yes,0facaffe51cc1998a5fbdbe5fd18fd98,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward
7593,f854a390-dbc7-0133-9f94-0a81e8b09a82,26,Male,no,26_39,LV,urban,no education,yes,d4624ed8068d24948e18303212593cd6,I understand it fully,I would probably vote for it, spend more time with my family,It reduces bureaucracy and administrative expenses,It might encourage people to stop working
7594,f00e49e0-db21-0133-1004-0a81e8b09a82,50,Male,no,40_65,LV,urban,medium,yes,ec3d88b2fd083b870b8c5a603898ed39,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance
7595,bcb3f020-d9a7-0133-5c03-0a81e8b09a82,28,Male,no,26_39,LV,country,no education,no,,I understand it fully,I would probably vote for it, look for a different job,None of the above,None of the above
7596,a3892950-da4f-0133-bdaf-0a81e8b09a82,52,Male,yes,40_65,LV,rural,high,yes,b24ece3300d2f8ab34f9553e531183d6,I know something about it,I would vote for it, spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working
7597,25cc6d00-da3a-0133-dac8-0a81e8b09a82,33,Male,yes,26_39,LV,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward
7598,76bcb3b0-db11-0133-b604-0a81e8b09a82,30,Female,no,26_39,LV,urban,high,no,,I understand it fully,I would probably vote against it, spend more time with my family,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward
7599,e7da2340-da68-0133-68a8-0a81e8b09a82,21,Female,no,14_25,LV,urban,low,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
7600,3e2aa930-d99b-0133-ad90-0a81e8b09a82,25,Male,yes,14_25,LV,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would vote for it, gain additional skills,It creates more equality of opportunity,It is impossible to finance
7601,fda3b4c0-dace-0133-7fab-0a81e8b09a82,34,Female,yes,26_39,LV,country,low,yes,ac47656fd51c2cd8037057262c910dc4,I have never heard of it,I would not vote, look for a different job,None of the above,None of the above
7602,1c5919c0-d8d8-0133-8fa7-0a81e8b09a82,28,Male,yes,26_39,LV,rural,high,yes,6408c0d7c7faa4ced47fbc8474698126,I know something about it,I would probably vote against it, look for a different job,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward
7603,8a073830-db00-0133-4dd8-0a81e8b09a82,41,Male,yes,40_65,LV,rural,medium,yes,e2f68bf748aea2c7d2254550c0c92b23,I have heard just a little about it,I would vote against it, stop working,None of the above,It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward
7604,db793ca0-d9f3-0133-32b0-0a81e8b09a82,25,Male,yes,14_25,LV,urban,no education,yes,8fd068c8d9be73abfa678856177b6c40,I know something about it,I would probably vote for it, spend more time with my family,"It creates more equality of opportunity | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It is impossible to finance
7605,f18384d0-d8e1-0133-b4cc-0a81e8b09a82,46,Female,yes,40_65,LV,rural,medium,no,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state
7606,17221dc0-df38-0133-95c0-0a81e8b09a82,48,Female,no,40_65,LV,urban,high,yes,d06dfb43c95b585a89ae556c9221b573,I have heard just a little about it,I would vote against it, work less,None of the above,It might encourage people to stop working | Only the people who need it most should get something from the state
7607,54c71d70-d971-0133-cc6f-0a81e8b09a82,14,Male,no,14_25,LV,urban,low,no,,I have never heard of it,I would not vote, spend more time with my family,None of the above,None of the above
7608,e3597480-dd71-0133-dddc-0a81e8b09a82,43,Male,yes,40_65,LV,urban,high,yes,36ac256201657eeaa67ee95aaae3cd54,I know something about it,I would vote against it, work less,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
7609,44542370-db39-0133-4a27-0a81e8b09a82,20,Female,yes,14_25,LV,urban,no education,no,,I know something about it,I would vote for it, gain additional skills,It creates more equality of opportunity,It is impossible to finance
7610,32b36fb0-d9a2-0133-fc30-0a81e8b09a82,19,Male,no,14_25,LV,countryside,low,no,,I know something about it,I would probably vote against it, work less,It reduces bureaucracy and administrative expenses,It might encourage people to stop working
7611,c3608940-da67-0133-b1f8-0a81e8b09a82,30,Male,no,26_39,LV,urban,no education,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
7612,8b3abcd0-db2a-0133-cdb2-0a81e8b09a82,34,Female,no,26_39,LV,urban,no education,no,,I have never heard of it,I would not vote, look for a different job,None of the above,None of the above
7613,ecf2e0f0-da41-0133-5c28-0a81e8b09a82,42,Male,yes,40_65,LV,urban,high,yes,800b621aab5dac18f4caef621fa43a49,I understand it fully,I would probably vote against it, look for a different job,It increases appreciation for household work and volunteering,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
7614,99b3c220-dd7e-0133-bd60-0a81e8b09a82,55,Male,yes,40_65,LV,country,medium,yes,3161063d378eecc4581c5cdee46a2a6c,I have heard just a little about it,I would vote for it, work less,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It increases dependence on the state
7615,06aec1c0-da4b-0133-23a7-0a81e8b09a82,38,Male,yes,26_39,LV,city,medium,yes,77d124811ae6887bd4ff42b0e2b49116,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It is impossible to finance | Only the people who need it most should get something from the state
7616,a0bb4150-dd8e-0133-b2f2-0a81e8b09a82,48,Male,yes,40_65,LV,urban,high,yes,04b0eaf624b2deb45ccd62cf6ec7c7bc,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
7617,912ac2e0-da2d-0133-8162-0a81e8b09a82,26,Female,yes,26_39,LV,non-rural,low,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
7618,81ab0ce0-dd53-0133-9906-0a81e8b09a82,24,Female,no,14_25,LV,countryside,no education,yes,901740e84d1a4760e440b039adac9df2,I understand it fully,I would probably vote for it, work less,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
7619,e6070d00-db67-0133-3cb6-0a81e8b09a82,40,Male,yes,40_65,LV,urban,medium,yes,f5bc91b67dc30ad204158092116c4ed2,I have heard just a little about it,I would probably vote for it, spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state
7620,0c5e7600-d9ad-0133-8817-0a81e8b09a82,31,Male,no,26_39,MT,rural,medium,yes,7bb15eefb19ed09c59349baad7e8469e,I know something about it,I would probably vote for it, gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state
7621,46f91e60-d8cc-0133-611d-0a81e8b09a82,42,Male,no,40_65,MT,urban,high,yes,970eb38c7b3eb080466052ea994af189,I know something about it,I would vote for it, work as a freelancer,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
7622,6e8c05a0-d98b-0133-a515-0a81e8b09a82,31,Male,no,26_39,MT,non-rural,no education,yes,a12a16280e22220f9354333f6fe1b22a,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
7623,3f6694f0-da09-0133-210a-0a81e8b09a82,20,Female,no,14_25,MT,country,medium,no,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
7624,f9003a20-dbc6-0133-9c2b-0a81e8b09a82,42,Female,yes,40_65,MT,urban,high,yes,7bb15eefb19ed09c59349baad7e8469e,I know something about it,I would probably vote against it, work as a freelancer,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It might encourage people to stop working | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit
7625,4e9e2fc0-db23-0133-68fe-0a81e8b09a82,61,Female,yes,40_65,MT,rural,low,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state
7626,ab1c9000-da4d-0133-79ad-0a81e8b09a82,35,Female,no,26_39,MT,non-rural,no education,no,,I have never heard of it,I would probably vote against it, work as a freelancer,None of the above,It might encourage people to stop working
7627,da3aef30-da15-0133-9cdc-0a81e8b09a82,40,Male,no,40_65,MT,country,high,yes,8a7a3f1bce0958ae9f090683e5a925b7,I understand it fully,I would probably vote for it, gain additional skills,It increases appreciation for household work and volunteering,It might encourage people to stop working
7628,0001afe0-da16-0133-9d54-0a81e8b09a82,31,Male,no,26_39,NL,city,high,yes,7932d4705d002b47789c11edfaed685e,I know something about it,I would probably vote against it, do more volunteering work,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit
